Month,Passengers,label,model_run_ts,period,prophet,prophet_tuned,arima,sarima,ensemble_prophet_prophet_tuned,ensemble_prophet_arima,ensemble_prophet_sarima,ensemble_prophet_tuned_arima,ensemble_prophet_tuned_sarima,ensemble_arima_sarima,ensemble_prophet_prophet_tuned_arima,ensemble_prophet_prophet_tuned_sarima,ensemble_prophet_arima_sarima,ensemble_prophet_tuned_arima_sarima,ensemble_prophet_prophet_tuned_arima_sarima,winner_model,winner_forecast
1961-11-30,,type,2024-11-21 11:53:20.949215,FCST,459.1120265536295,413.3729065230004,489.9371519634783,422.57253528729774,436.2424665383149,474.5245892585539,440.8422809204636,451.65502924323937,417.97272090514906,456.2548436253881,454.1406950133694,431.6858227879759,457.20723793480187,441.9608645912588,446.2486550818515,prophet_tuned,413.3729065230004
1961-12-31,,type,2024-11-21 11:53:20.949215,FCST,488.3789168520602,461.5807163947444,493.0560273475849,464.71989446797113,474.9798166234023,490.71747209982254,476.5494056600156,477.3183718711647,463.15030543135776,478.8879609077781,481.0052201981298,471.5598425715919,482.05161288920544,473.1188794034335,476.93388876559015,prophet_tuned,461.5807163947444
1962-01-31,,type,2024-11-21 11:53:20.949215,FCST,501.1851278829454,474.513265578447,493.38180462859873,477.74237989840384,487.8491967306962,497.28346625577205,489.4637538906746,483.94753510352285,476.1278227384254,485.5620922635013,489.6933993633304,484.4802577865987,490.769770803316,481.87915003514985,486.7056444970987,prophet_tuned,474.513265578447
1962-02-28,,type,2024-11-21 11:53:20.949215,FCST,493.8373929250802,453.9392762939082,491.8424560573094,452.8592277773451,473.8883346094942,492.8399244911948,473.3483103512127,472.8908661756088,453.39925203562666,472.3508419173272,479.873041758766,466.8786323321112,479.5130255865782,466.2136533761876,473.1195882634107,prophet_tuned,453.9392762939082
1962-03-31,,type,2024-11-21 11:53:20.949215,FCST,530.7330733139862,519.3561999585502,489.673742454585,485.3477041659467,525.0446366362683,510.2034078842856,508.0403887399665,504.5149712065676,502.3519520622484,487.51072331026586,513.2543385757072,511.8123258128277,501.918173311506,498.1258821930273,506.277679973267,prophet_tuned,519.3561999585502
1962-04-30,,type,2024-11-21 11:53:20.949215,FCST,527.012043884565,516.438190574739,487.8634246740003,520.8250102087268,521.7251172296519,507.4377342792826,523.9185270466459,502.1508076243697,518.631600391733,504.3442174413635,510.43788637776805,521.4250815560102,511.9001595890973,508.3755418191554,513.0346673355077,prophet_tuned,516.438190574739
1962-05-31,,type,2024-11-21 11:53:20.949215,FCST,533.1484356245912,528.4152922669061,487.0326280269342,533.4550303414345,530.7818639457487,510.0905318257627,533.3017329830129,507.72396014692015,530.9351613041704,510.2438291841844,516.1987853061438,531.6729194109772,517.8786979976534,516.3009835450916,520.5128465649665,prophet_tuned,528.4152922669061
1962-06-30,,type,2024-11-21 11:53:20.949215,FCST,572.6166614607092,606.4591837637457,487.1296761771792,595.0739897364872,589.5379226122275,529.8731688189442,583.8453255985983,546.7944299704625,600.7665867501164,541.1018329568332,555.4018404672114,591.383278320314,551.6067757914585,562.8876165591374,565.3198777845303,prophet_tuned,606.4591837637457
1962-07-31,,type,2024-11-21 11:53:20.949215,FCST,613.0704161652687,684.9691721451458,487.8226229607796,680.6915862489099,649.0197941552073,550.4465195630241,646.8810012070893,586.3958975529627,682.8303791970278,584.2571046048447,595.2874037570647,659.5770581864414,593.8615417916527,617.8277937849451,616.638449380026,prophet_tuned,684.9691721451458
1962-08-31,,type,2024-11-21 11:53:20.949215,FCST,613.0895552041618,681.4035175229739,488.63626199441,668.0840659401916,647.2465363635679,550.8629085992859,640.5868105721768,585.019889758692,674.7437917315827,578.3601639673009,594.376444907182,654.1923795557758,589.9366277129211,612.7079484858585,612.8033501654344,prophet_tuned,681.4035175229739
1962-09-30,,type,2024-11-21 11:53:20.949215,FCST,565.1215214117382,578.5971538731297,489.2209075395016,570.3353221340095,571.859337642434,527.1712144756199,567.7284217728738,533.9090307063157,574.4662380035696,529.7781148367555,544.3131942747899,571.3513324729591,541.5592503617498,546.0511278488802,550.8187262395948,prophet_tuned,578.5971538731297
1962-10-31,,type,2024-11-21 11:53:20.949215,FCST,529.3493566331438,509.432408523083,489.4322680946783,522.2045386957387,519.3908825781134,509.390812363911,525.7769476644412,499.4323383088806,515.8184736094108,505.8184033952085,509.4046777503017,520.3287679506552,513.6620544745202,507.0230717711667,512.6046429866609,prophet_tuned,509.432408523083
1962-11-30,,type,2024-11-21 11:53:20.949215,FCST,496.4324213044759,443.19106254398446,489.3145730899449,454.4712713661552,469.8117419242302,492.8734971972104,475.4518463353156,466.2528178169647,448.8311669550699,471.8929222280501,476.3126856461351,464.6982517382052,480.0727552535254,462.3256356666949,470.8523320761401,prophet_tuned,443.19106254398446
1962-12-31,,type,2024-11-21 11:53:20.949215,FCST,526.0053753526478,495.1432496291095,489.0260087056863,496.59691598013336,510.5743124908786,507.51569202916704,511.30114566639054,492.0846291673979,495.8700828046214,492.81146234290986,503.3915445624812,505.9151803206302,503.87610001282246,493.5887247716431,501.6928874168942,prophet_tuned,495.1432496291095
1963-01-31,,type,2024-11-21 11:53:20.949215,FCST,537.1615389501853,508.4488947817096,488.7337018655755,509.6454413140373,522.8052168659475,512.9476204078804,523.4034901321113,498.59129832364255,509.0471680478735,499.1895715898064,511.44804519915687,518.4186250153108,511.8468940432661,502.27601265377416,510.99739422787695,prophet_tuned,508.4488947817096
1963-02-28,,type,2024-11-21 11:53:20.949215,FCST,529.2758487084144,484.02863474113246,488.55100200471975,484.7907321670626,506.65224172477343,508.9134253565671,507.0332904377385,486.2898183729261,484.4096834540976,486.6708670858912,500.6184951514222,499.3650718722032,500.8725276267323,485.7901229709716,496.6615544053324,prophet_tuned,484.02863474113246
1963-03-31,,type,2024-11-21 11:53:20.949215,FCST,568.6368816419858,554.6157359954948,488.5102344151107,517.3935175034959,561.6263088187403,528.5735580285483,543.0151995727408,521.5629852053028,536.0046267494954,502.95187595930327,537.2542840175305,546.8820450469922,524.8468778535308,520.1731626380338,532.2890923890218,prophet_tuned,554.6157359954948
1963-04-30,,type,2024-11-21 11:53:20.949215,FCST,562.6911678084494,550.4639070819982,488.578793717654,552.7047087693174,556.5775374452238,525.6349807630518,557.6979382888835,519.5213503998261,551.5843079256579,520.6417512434857,533.9112895360339,555.286594553255,534.658223431807,530.5824698563232,538.6096443443548,prophet_tuned,550.4639070819982
1963-05-31,,type,2024-11-21 11:53:20.949215,FCST,570.6977600482243,564.4111228109133,488.6934487792499,565.3762409572063,567.5544414295688,529.6956044137371,568.0370005027153,526.5522857950816,564.8936818840598,527.0348448682281,541.2674438794625,566.828374605448,541.5891499282269,539.4936041824566,547.2946431488984,prophet_tuned,564.4111228109133
1963-06-30,,type,2024-11-21 11:53:20.949215,FCST,608.5344067130518,648.4460014436739,488.7947336265561,626.9600291097875,628.4902040783629,548.6645701698039,617.7472179114196,568.6203675351151,637.7030152767306,557.8773813681718,581.9250472610939,627.9801457555044,574.7630564831318,588.0669213933392,593.1837927232673,prophet_tuned,648.4460014436739
